英雄名,职业名,职业,生命,攻击,智力,防御,魔防,技巧,生命带小数,攻击带小数,智力带小数,防御带小数,魔防带小数,技巧带小数,铸纹生命,铸纹攻击,铸纹智力,铸纹防御,铸纹魔防,铸纹技巧,铸纹特效,铸纹特效生命,铸纹特效攻击,铸纹特效智力,铸纹特效防御,铸纹特效魔防,铸纹特效技巧,兵修生命,兵修攻击,兵修防御,兵修魔防,心之羁绊4,心之羁绊7,英雄头像,职业图标
坂田银时,万事屋之主,步兵,4556,597,257,346,300,116,4556.383,597.150625,257.271014,345.535468,300.318536,116.3905,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.3,0.4,0.15,0.15,攻击前每移动1格，部队遭受伤害降低3%。（上限15%）,受到物理攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/jvklqvrjofeqfnywhcfecbe4d3ja8do.png/82px-%E5%A4%B4%E5%83%8F_%E5%9D%82%E7%94%B0%E9%93%B6%E6%97%B6.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
坂田银时,剑圣,步兵,4556,597,283,320,289,226,4556.383,597.150625,282.76248,320.318536,288.751136,225.55319,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.3,0.4,0.15,0.15,部队血量高于80%时，遭受暴击率降低10%。,受到攻击进入战斗时，暴击率提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/jvklqvrjofeqfnywhcfecbe4d3ja8do.png/82px-%E5%A4%B4%E5%83%8F_%E5%9D%82%E7%94%B0%E9%93%B6%E6%97%B6.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
贝蒂,皇后,步兵,4980,527,249,387,305,104,4979.85793,527.0383,248.80284,386.8662,305.195896,103.527,1000,150,30,90,90,20,攻击、防御+5%，天赋效果范围+1。,0,0.05,0,0.05,0,0,0.2,0.25,0.35,0.2,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/ecv5tkl64a1m35gvsnxecude6bwaboy.png/82px-%E5%A4%B4%E5%83%8F_%E8%B4%9D%E8%92%82.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
贝蒂,剑士统帅,步兵,4665,555,249,364,305,137,4665.43525,554.97712,248.80284,363.62298,305.195896,137.02618,1000,150,30,90,90,20,攻击、防御+5%，天赋效果范围+1。,0,0.05,0,0.05,0,0,0.2,0.25,0.35,0.2,部队血量高于80%时，遭受暴击伤害降低10%。,范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/ecv5tkl64a1m35gvsnxecude6bwaboy.png/82px-%E5%A4%B4%E5%83%8F_%E8%B4%9D%E8%92%82.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
比萝蒂丝,游侠,弓兵,3275,506,233,236,297,252,3275.497375,506.220285,232.98132,235.53105,297.17263,251.70058,1000,150,30,90,90,20,攻击+10%；触发再行动时，身上携带的强化效果回合数不会减少，并且获得“主动技能击杀敌军后，刷新该技能冷却时间”，持续1回合。,0,0.1,0,0,0,0,0.2,0.3,0.1,0.35,本部队有5个以上的强化状态时，战斗中遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/63/2bq1qhxwxcv6pdkb1gq3nioygi6udk0.png/82px-%E5%A4%B4%E5%83%8F_%E6%AF%94%E8%90%9D%E8%92%82%E4%B8%9D.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
比萝蒂丝,黑妖刺客,刺客,3700,506,233,254,244,325,3700.19691,506.220285,232.98132,253.9852,243.62199,324.70078,1000,150,30,90,90,20,攻击+10%；触发再行动时，身上携带的强化效果回合数不会减少，并且获得“主动技能击杀敌军后，刷新该技能冷却时间”，持续1回合。,0,0.1,0,0,0,0,0.2,0.3,0.1,0.35,部队血量低于70%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，暴击率提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/63/2bq1qhxwxcv6pdkb1gq3nioygi6udk0.png/82px-%E5%A4%B4%E5%83%8F_%E6%AF%94%E8%90%9D%E8%92%82%E4%B8%9D.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
波莉阿鲁,斗神,枪兵,4871,583,233,362,242,159,4871.43405,582.5852,232.555635,361.738765,241.690312,159.21575,1000,150,30,90,90,20,技能伤害提升10%；技能造成伤害行动结束时冷却时间减少，减少的数值为当前技能命中的敌军数量（最大减少3回合）。,0,0,0,0,0,0,0.4,0.25,0.25,0.1,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/8/82/kfiu3rvxm6fomix4a1za7xttcno2m6p.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%A2%E8%8E%89%E9%98%BF%E9%B2%81.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
波莉阿鲁,触灵行者,僧侣,4555,583,256,362,297,143,4554.74625,582.5852,255.5982,361.738765,296.751136,142.76607,1000,150,30,90,90,20,技能伤害提升10%；技能造成伤害行动结束时冷却时间减少，减少的数值为当前技能命中的敌军数量（最大减少3回合）。,0,0,0,0,0,0,0.4,0.25,0.25,0.1,部队血量高于80%时，遭受暴击率降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/8/82/kfiu3rvxm6fomix4a1za7xttcno2m6p.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%A2%E8%8E%89%E9%98%BF%E9%B2%81.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
波赞鲁,死神领主,魔物,4737,287,407,309,387,88,4736.74625,287.27556,406.581184,308.751136,387.08695,88.41703,1000,30,150,90,90,20,防御，魔防提升5%。与具有2个及以上“弱化效果”的部队交战时，防御、魔防额外提升10%。,0,0,0,0.05,0.05,0,0.4,0.1,0.1,0.4,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/b/bd/h1gi79zp5isqcl077i5oi598wwcukap.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%A2%E8%B5%9E%E9%B2%81.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
波赞鲁,黑暗王子,法师,4096,287,407,288,377,88,4096.1732,287.27556,406.581184,288.161164,377.49035,88.41703,1000,30,150,90,90,20,防御，魔防提升5%。与具有2个及以上“弱化效果”的部队交战时，防御、魔防额外提升10%。,0,0,0,0.05,0.05,0,0.4,0.1,0.1,0.4,受到远程攻击时，遭受物理伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/b/bd/h1gi79zp5isqcl077i5oi598wwcukap.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%A2%E8%B5%9E%E9%B2%81.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
布琳达,斗神,枪兵,4922,590,233,346,217,172,4922.49072,589.78116,232.555635,345.535468,216.888114,172.08575,1000,150,30,90,90,20,攻击+5%。触发天赋的再行动时，获得“暴击率提升100%，持续1回合”。,0,0.05,0,0,0,0,0.15,0.35,0.35,0.15,受到远程攻击时，遭受物理伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/3c/98yvb2hy90kx37u1w54btsyv6hox4o3.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%83%E7%90%B3%E8%BE%BE.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
布琳达,皇家骑士,骑兵,4610,590,233,320,270,130,4610.316,589.78116,232.555635,320.318536,269.909992,129.75736,1000,150,30,90,90,20,攻击+5%。触发天赋的再行动时，获得“暴击率提升100%，持续1回合”。,0,0.05,0,0,0,0,0.15,0.35,0.35,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/3c/98yvb2hy90kx37u1w54btsyv6hox4o3.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%83%E7%90%B3%E8%BE%BE.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
藏马,前世之力,魔物,3502,262,579,292,382,115,3502.10625,262.3764,578.755,292.29296,381.8662,115.14776,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.35,0.15,0.3,受到攻击进入战斗时，遭受魔法伤害降低10%。,范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/fybfnqlh26umbr2psw5a2kw46bxalgg.png/82px-%E5%A4%B4%E5%83%8F_%E8%97%8F%E9%A9%AC.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
藏马,魔蔷薇之棘,法师,3489,262,551,271,382,88,3489.146875,262.3764,550.715625,271.39754,381.8662,88.41703,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.35,0.15,0.3,受到近战攻击进入战斗时，遭受物理伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/fybfnqlh26umbr2psw5a2kw46bxalgg.png/82px-%E5%A4%B4%E5%83%8F_%E8%97%8F%E9%A9%AC.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
超越之人,全世之坏灭,魔物,4237,256,520,289,374,130,4236.68144,255.5982,520.339304,288.909992,374.49035,129.55488,1000,30,150,90,90,20,[灭创之伟力]可累积个数+1，行动结束时若未造成过伤害，获得1层[灭创之伟力]；可触发[命运扭转]获得护盾的效果时无法被一击致命。,0,0,0,0,0,0,0.35,0.2,0.15,0.3,遭受范围伤害降低10%。,本部队有6个以上强化状态时，范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/60/3zdevwkv9fpzzxtfng3a6ag55pbl4j4.png/82px-%E5%A4%B4%E5%83%8F_%E8%B6%85%E8%B6%8A%E4%B9%8B%E4%BA%BA.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
超越之人,万灵之初诞,僧侣,3760,307,493,269,351,99,3760.142,307.49238,492.606235,269.082483,350.738765,99.47964,1000,30,150,90,90,20,[灭创之伟力]可累积个数+1，行动结束时若未造成过伤害，获得1层[灭创之伟力]；可触发[命运扭转]获得护盾的效果时无法被一击致命。,0,0,0,0,0,0,0.35,0.2,0.15,0.3,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/60/3zdevwkv9fpzzxtfng3a6ag55pbl4j4.png/82px-%E5%A4%B4%E5%83%8F_%E8%B6%85%E8%B6%8A%E4%B9%8B%E4%BA%BA.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
迪哈尔特,异邦豪侠,SP骑兵,4481,585,222,304,283,164,4481.344,584.974736,222.266668,304.1618,283.4384,163.962,1000,150,30,90,90,20,攻击+5%；场上存在2名及以上女性友军时，使用技能击杀敌军后，该技能冷却时间-3。,0,0.05,0,0,0,0,0.3,0.35,0.25,0.1,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/5h8ldlwsqdiroedd8aa7ekydpsfa2r8.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%AA%E5%93%88%E5%B0%94%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/4/48/du4zjt5e4ddhc565uah0swevwl0k8yy.png
迪哈尔特,皇家骑士,骑兵,4326,581,222,295,283,154,4325.56925,581.364272,222.266668,294.7484,283.4384,154.3524,1000,150,30,90,90,20,攻击+5%；场上存在2名及以上女性友军时，使用技能击杀敌军后，该技能冷却时间-3。,0,0.05,0,0,0,0,0.2,0.35,0.35,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，暴击伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/5h8ldlwsqdiroedd8aa7ekydpsfa2r8.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%AA%E5%93%88%E5%B0%94%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
迪哈尔特,大统帅,刺客,4016,553,244,283,263,301,4015.62117,552.61173,244.28976,283.4384,263.3066,300.70055,1000,150,30,90,90,20,攻击+5%；场上存在2名及以上女性友军时，使用技能击杀敌军后，该技能冷却时间-3。,0,0.05,0,0,0,0,0.2,0.35,0.35,0.1,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到攻击进入战斗时，暴击伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/5h8ldlwsqdiroedd8aa7ekydpsfa2r8.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%AA%E5%93%88%E5%B0%94%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
迪欧斯,弓骑统帅,弓兵,3281,422,244,231,314,186,3281.48648,421.55845,244.28976,230.675763,314.128874,186.36618,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.35,0.35,0.1,0.1,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提高10%。,https://patchwiki.biligame.com/images/langrisser/thumb/c/c8/57fozjafgydgfni85m6hylse0qwrr98.png/82px-%E5%A4%B4%E5%83%8F_%E8%BF%AA%E6%AC%A7%E6%96%AF.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
蒂德莉特,精灵剑士,步兵,4365,267,567,318,325,152,4364.74625,266.90664,566.97712,317.563741,325.195896,151.6515,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.15,0.35,0.15,0.35,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fc/c7m7o3j7texzupf69ayn8wjufow2nvi.png/82px-%E5%A4%B4%E5%83%8F_%E8%92%82%E5%BE%B7%E8%8E%89%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
蒂德莉特,高等精灵,法师,3555,267,539,260,384,87,3555.033125,266.90664,539.0383,259.767093,383.99487,86.94686,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.15,0.35,0.15,0.35,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,治疗效果+10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fc/c7m7o3j7texzupf69ayn8wjufow2nvi.png/82px-%E5%A4%B4%E5%83%8F_%E8%92%82%E5%BE%B7%E8%8E%89%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
蒂亚莉丝,黎明圣骑,SP僧侣,3527,294,584,279,375,96,3527.4084,293.887984,583.685664,278.597256,372.07099,95.79583,1000,30,150,90,90,20,智力+5%，施加的强化效果持续回合数+1。,0,0,0.05,0,0,0,0.2,0.2,0.3,0.3,受到近战攻击时，遭受物理伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/0f/9gxh3qdkiaq8ipug37mu6rogf622r4b.png/82px-%E5%A4%B4%E5%83%8F_%E8%92%82%E4%BA%9A%E8%8E%89%E4%B8%9D.png,https://patchwiki.biligame.com/images/langrisser/2/2c/1g65n0c7hpcxq7f398v39fhnplmf64i.png
蒂亚莉丝,圣女骑士,僧侣,3327,335,443,272,407,96,3327.19448,334.701172,443.333712,272.161164,407.43892,95.79583,1000,30,150,90,90,20,智力+5%，施加的强化效果持续回合数+1。,0,0,0.05,0,0,0,0.1,0.1,0.4,0.4,部队血量100%时，遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/0f/9gxh3qdkiaq8ipug37mu6rogf622r4b.png/82px-%E5%A4%B4%E5%83%8F_%E8%92%82%E4%BA%9A%E8%8E%89%E4%B8%9D.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
蒂亚莉丝,独角兽统帅,法师,3619,308,481,304,348,125,3619.03759,307.511971,480.936576,304.318536,347.751136,124.75736,1000,30,150,90,90,20,智力+5%，施加的强化效果持续回合数+1。,0,0,0.05,0,0,0,0.1,0.1,0.4,0.4,受到远程攻击时，遭受物理伤害降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/0f/9gxh3qdkiaq8ipug37mu6rogf622r4b.png/82px-%E5%A4%B4%E5%83%8F_%E8%92%82%E4%BA%9A%E8%8E%89%E4%B8%9D.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
法娜,游侠,弓兵,3490,503,271,234,315,208,3490.133875,503.21479,271.41972,233.900603,315.128874,208.36618,1000,150,30,90,90,20,攻击+10%；施加天赋效果的范围+1。,0,0.1,0,0,0,0,0.15,0.2,0.35,0.25,遭受范围伤害降低10%。,部队血量100%时，伤害提高10%。,https://patchwiki.biligame.com/images/langrisser/thumb/7/71/6zptjdg5x0ewxtejkd1y5iwl635yxvd.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%95%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
法娜,龙骑统帅,飞兵,3939,556,247,262,315,183,3939.03759,556.339862,246.950821,262.481922,315.128874,182.6605,1000,150,30,90,90,20,攻击+10%；施加天赋效果的范围+1。,0,0.1,0,0,0,0,0.15,0.2,0.35,0.25,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/7/71/6zptjdg5x0ewxtejkd1y5iwl635yxvd.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%95%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
范恩,里万事屋之主,步兵,4436,569,247,329,280,157,4435.56925,569.364272,246.57204,329.4042,279.654072,156.554,1000,150,30,90,90,20,攻击、防御+5%；[连袭]持续回合数+1，对敌军施加[连袭]时，50%概率额外施加1层[连袭]。,0,0.05,0,0.05,0,0,0.25,0.35,0.25,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/alvy890wmilrs28nt8jtocmwr0x8siq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8C%83%E6%81%A9.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
范恩,黎之魔王,魔物,4436,601,247,305,291,157,4435.56925,600.532994,246.57204,304.7484,290.877622,156.554,1000,150,30,90,90,20,攻击、防御+5%；[连袭]持续回合数+1，对敌军施加[连袭]时，50%概率额外施加1层[连袭]。,0,0.05,0,0.05,0,0,0.25,0.35,0.25,0.15,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/alvy890wmilrs28nt8jtocmwr0x8siq.png/82px-%E5%A4%B4%E5%83%8F_%E8%8C%83%E6%81%A9.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
方舟圣女,巫师,法师,3538,262,559,245,367,87,3537.513625,262.3764,559.231275,245.227919,367.43892,86.94686,1000,30,150,90,90,20,智力+10%；[辉黯相依]使用后可以额外行动2格，可再次攻击。,0,0,0.1,0,0,0,0.3,0.15,0.2,0.35,部队血量低于80%时，遭受暴击率降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/gs0fhdkat8hdp6h4ibx8ac8zsk7dilv.png/82px-%E5%A4%B4%E5%83%8F_%E6%96%B9%E8%88%9F%E5%9C%A3%E5%A5%B3.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
方舟圣女,辉黯使者,魔物,4017,252,588,265,367,113,4017.48461,262.3764,587.78116,264.597256,367.43892,113.23312,1000,30,150,90,90,20,智力+10%；[辉黯相依]使用后可以额外行动2格，可再次攻击。,0,0,0.1,0,0,0,0.3,0.15,0.2,0.35,受到具有弱化效果的部队攻击进入战斗时，遭受伤害降低10%。,与具有弱化效果的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/7/79/gs0fhdkat8hdp6h4ibx8ac8zsk7dilv.png/82px-%E5%A4%B4%E5%83%8F_%E6%96%B9%E8%88%9F%E5%9C%A3%E5%A5%B3.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
飞影,邪眼师,刺客,3439,540,240,298,281,322,3438.92401,540.14769,239.77668,298.4384,280.767093,321.72394,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.2,0.3,0.25,0.25,部队血量高于80%时，遭受暴击率降低10%。,部队血量高于80%时，暴击率提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/2/2c/huo7lft2n1a02ubpk8ln1gzo3ylfqpb.png/82px-%E5%A4%B4%E5%83%8F_%E9%A3%9E%E5%BD%B1.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
飞影,邪王炎杀,魔物,3821,568,240,334,302,197,3820.95488,568.392816,239.77668,334.4042,301.508632,197.48294,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.2,0.3,0.25,0.25,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/2/2c/huo7lft2n1a02ubpk8ln1gzo3ylfqpb.png/82px-%E5%A4%B4%E5%83%8F_%E9%A3%9E%E5%BD%B1.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
弗拉基亚,漆黑魅影,刺客,3771,496,299,262,250,286,3771.03759,496.001505,299.27556,262.200872,250.082483,285.57657,1000,150,30,90,90,20,攻击+5%，使用[内心的恶魔]后额外施加“与被克制的部队交战时，遭受伤害提升10%”，持续1回合。,0,0.05,0,0,0,0,0.35,0.15,0.1,0.35,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fc/hz5ud5qvqmc0mxph4ysjakzmdpn3py0.png/82px-%E5%A4%B4%E5%83%8F_%E5%BC%97%E6%8B%89%E5%9F%BA%E4%BA%9A.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
弗拉基亚,幻影魔姬,魔物,4074,496,299,272,270,224,4074.01975,496.001505,299.27556,272.481922,269.909992,223.89027,1000,150,30,90,90,20,攻击+5%，使用[内心的恶魔]后额外施加“与被克制的部队交战时，遭受伤害提升10%”，持续1回合。,0,0.05,0,0,0,0,0.35,0.15,0.1,0.35,遭受范围伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fc/hz5ud5qvqmc0mxph4ysjakzmdpn3py0.png/82px-%E5%A4%B4%E5%83%8F_%E5%BC%97%E6%8B%89%E5%9F%BA%E4%BA%9A.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
弗洛朗蒂娅,军师,僧侣,2944,312,557,228,295,80,2943.62144,311.746728,557.476864,228.046992,295.07891,80.32271,1000,30,150,90,90,20,智力+5%，使用[肃整扬威]时若自身拥有“超绝强化”的特殊效果，该技能冷却时间-2。,0,0,0.05,0,0,0,0.4,0.15,0.35,0.2,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/52/m812mhyuuxulvtoh800kfvlfdcwx628.png/82px-%E5%A4%B4%E5%83%8F_%E5%BC%97%E6%B4%9B%E6%9C%97%E8%92%82%E5%A8%85.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
弗洛朗蒂娅,帝国宰相,法师,2813,260,591,211,295,80,2813.1485,260.31592,591.08059,210.967358,295.07891,80.32271,1000,30,150,90,90,20,智力+5%，使用[肃整扬威]时若自身拥有“超绝强化”的特殊效果，该技能冷却时间-2。,0,0,0.05,0,0,0,0.4,0.15,0.35,0.2,部队血量高于80%时，遭受暴击率降低10%。,范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/52/m812mhyuuxulvtoh800kfvlfdcwx628.png/82px-%E5%A4%B4%E5%83%8F_%E5%BC%97%E6%B4%9B%E6%9C%97%E8%92%82%E5%A8%85.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
芙蕾雅,蔷薇女王,SP僧侣,4839,433,397,364,326,92,4838.93725,433.481536,397.326212,364.4042,326.2925305,92.11202,1000,150,30,90,90,20,全属性+5%；获得[蔷薇之阵]时若防御基础值大于魔防，同时获得[枪阵]；反之获得[铁蔷薇]。,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0.1,0.35,0.2,部队血量高于80%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，士兵伤害提升20%。,https://patchwiki.biligame.com/images/langrisser/thumb/4/4b/o19c5nzfxjv0hiotrqrwnjzw9a9i8kd.png/82px-%E5%A4%B4%E5%83%8F_%E8%8A%99%E8%95%BE%E9%9B%85.png,https://patchwiki.biligame.com/images/langrisser/2/2c/1g65n0c7hpcxq7f398v39fhnplmf64i.png
芙蕾雅,女武神,僧侣,4550,325,484,332,316,94,4550.383,325.008327,484.407765,332.335618,316.244659,94.2435,1000,30,150,90,90,20,全属性+5%；获得[蔷薇之阵]时若防御基础值大于魔防，同时获得[枪阵]；反之获得[铁蔷薇]。,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0.1,0.4,0.1,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到攻击时，士兵伤害提升20%。,https://patchwiki.biligame.com/images/langrisser/thumb/4/4b/o19c5nzfxjv0hiotrqrwnjzw9a9i8kd.png/82px-%E5%A4%B4%E5%83%8F_%E8%8A%99%E8%95%BE%E9%9B%85.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
