装备名称,类别,生命,攻击,智力,防御,魔防,技巧,基础加成,满级特效,常驻生命,常驻攻击,常驻智力,常驻防御,常驻魔防,常驻技巧,满血生命,满血攻击,满血智力,满血防御,满血魔防,满血技巧,80血生命,80血攻击,80血智力,80血防御,80血魔防,80血技巧,50血生命,50血攻击,50血智力,50血防御,50血魔防,50血技巧,50血以下生命,50血以下攻击,50血以下智力,50血以下防御,50血以下魔防,50血以下技巧,图片地址
团结(马修专属),饰品,509,75,0,0,0,0,生命+509，攻击+75,当周围2格有我方友军时，攻击、防御、魔防提升10%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/85/dhxa6slcemqts5uanl63enwu6rz3867.png/55px-%E5%9B%A2%E7%BB%93.png
圣义连枷(玛丽埃尔专属),武器,583,85,0,0,0,0,生命+583，攻击+85,攻击+10%。自身拥有“戒律”时，使用技能后，该技能冷却时间-1；自身没有“戒律”时，英雄造成伤害提升10%([触发冷却]减少冷却时间效果需要间隔2回合才能再次触发）,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/de/rs4qtfr4cre3u6nn577s1mdeohyd1ia.png/57px-%E5%9C%A3%E4%B9%89%E8%BF%9E%E6%9E%B7.png
圣光利刃(罗莎莉娅专属),武器,437,107,0,0,0,0,生命+437，攻击+107,攻击+10%。自身在[庇护之剑]效果范围内时，移动不受地形限制且部队遭受暴击率降低20%。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c3/et10pf818sla5769z1691skcft2muxz.png/59px-%E5%9C%A3%E5%85%89%E5%88%A9%E5%88%83.png
圣女礼赞(克丽丝专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命、魔防+5%。行动结束时，如果本回合造成过伤害，则天赋施加的随机强化效果额外增加1个。击杀魔物后，可额外行动1次。（[触发冷却]再行动效果需要间隔2回合才可以再次触发）,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/cd/dm04vgxt2fv9mh6j5kce5q834pxakk9.png/54px-%E5%9C%A3%E5%A5%B3%E7%A4%BC%E8%B5%9E.png
圣杯,饰品,0,0,75,0,43,0,智力+75，魔防+43,智力+5%。本回合如果造成过伤害，行动结束时为周围1格的其他友军回复15%的生命。,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/6/62/izl8g6thh7nsogyvm5n0de0rsq8sxe3.png/52px-%E5%9C%A3%E6%9D%AF.png
圣树的花笑(玛丽安蒂尔专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。触发天赋获得[玛娜能量]时，有50%概率额外获得1个[玛娜能量]。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/eqlm1ac65szdjv9qfq5264t1cms8hmp.png/59px-%E5%9C%A3%E6%A0%91%E7%9A%84%E8%8A%B1%E7%AC%91.png
圣灵之触(阿卡娅专属),武器,0,107,107,0,0,0,攻击+107，智力+107,攻击、智力+10%。行动结束时，在自己身边召唤一个[狼魂]，此狼魂的属性继承自阿卡娅的当前属性的75%。（[狼魂同时只能存在一只，该效果每场战斗最多触发1次）,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/77/1fnm1qg7dnp1fv75t810z0m98qpueyu.png/58px-%E5%9C%A3%E7%81%B5%E4%B9%8B%E8%A7%A6.png
圣王护符,饰品,509,0,0,48,0,0,生命+509，防御+48,当周围2格有我方友军时，战斗中防御、魔防提升10%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/56/spyjzb5y41gsylzjpun2gy9qanqhp98.png/50px-%E5%9C%A3%E7%8E%8B%E6%8A%A4%E7%AC%A6.png
圣骨,饰品,509,0,0,0,48,0,生命+509，魔防+48,生命+8%。被近战攻击时，反弹本次遭受伤害的30%。,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/35/71gl6gafswp8og6h8w2u28wq27bens2.png/59px-%E5%9C%A3%E9%AA%A8.png
均衡之刃,武器,0,107,0,0,0,43,攻击+107，技巧+43,防御、魔防+5%。使用范围技能时，生效范围+1。（对范围为1的技能无效，对于直线范围技能仅增加射程）,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/86/26pi39upsmpyv5u8s2peiavgd1l3e5a.png/59px-%E5%9D%87%E8%A1%A1%E4%B9%8B%E5%88%83.png
埃尼亚斯之甲,衣服,437,0,0,65,0,0,生命+437，防御+65,防御+10%。遭受治疗效果+10%。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/6/61/lr1pqu0fztkgi48syswcbis5w8uloxd.png/56px-%E5%9F%83%E5%B0%BC%E4%BA%9A%E6%96%AF%E4%B9%8B%E7%94%B2.png
埃尼亚斯之盔,头饰,583,0,0,0,48,0,生命+583，魔防+48,生命+10%，防御+5%。,0.1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c4/tusw7lha2xo9vrg25ipulmi7hqavknr.png/53px-%E5%9F%83%E5%B0%BC%E4%BA%9A%E6%96%AF%E4%B9%8B%E7%9B%94.png
夜之枭影,头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+10%，行动结束时，若周围2格范围内没有敌军，则获得“技能伤害提升5%”“范围技能伤害提升10%”，持续1回合。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/8c/k5b7juhvbzdw619q1j1trc40c88bhim.png/54px-%E5%A4%9C%E4%B9%8B%E6%9E%AD%E5%BD%B1.png
夜鹰,武器,0,96,0,0,0,54,攻击+96，技巧+54,攻击+10%，魔防+5%。,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/7c/2nscgwowpkrn5njo2jrlw0fcsmuzf69.png/58px-%E5%A4%9C%E9%B9%B0.png
大地之盔,头饰,583,0,0,0,48,0,生命+583，魔防+48,被攻击时，魔防提升15%。部队生命80%以上时，遭受物理伤害降低10%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/cc/7mnr5zqofvn6361ds1xf8ehc621skpn.png/54px-%E5%A4%A7%E5%9C%B0%E4%B9%8B%E7%9B%94.png
大地之铠,衣服,437,0,0,65,0,0,生命+437，防御+65,被攻击进入战斗时，防御提升15%。部队生命80%以上时，遭受魔法伤害降低10%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/a6/753z3lbp8me1npkhl150js08vtca0fn.png/59px-%E5%A4%A7%E5%9C%B0%E4%B9%8B%E9%93%A0.png
天使之羽,饰品,0,0,75,0,43,0,智力+75，魔防+43,生命+10%，治疗效果+10% ，免疫“眩晕”。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/a6/1xn5tgp4knr2ebtza6098ae02an7uho.png/58px-%E5%A4%A9%E4%BD%BF%E4%B9%8B%E7%BE%BD.png
天女头饰,头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。行动结束时，100%的概率对自身2格范围内的1名其他友军施加1个随机的强化效果。  ,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/9d/0w872pap9tg6db7mt2t6mbgfn4indsm.png/59px-%E5%A4%A9%E5%A5%B3%E5%A4%B4%E9%A5%B0.png
天女羽衣,衣服,583,0,0,54,0,0,生命+583，防御+54,生命+10%。被攻击进入战斗前，有30%的概率驱散敌军1个强化效果，并随机附加1个弱化效果。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/83/dmjnnj7acogsajzwmmhaaxnujxgqxu7.png/59px-%E5%A4%A9%E5%A5%B3%E7%BE%BD%E8%A1%A3.png
失落的穹光(索菲亚专属),衣服,583,0,0,54,0,0,生命+583，防御+54,"生命+5%。对友军释放技能时，额外附加：“攻击、智力+15%”,“魔防+20%”，持续2回合。",0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4d/0dihw5k7531a7q77kah2tjvfnr4evvv.png/57px-%E5%A4%B1%E8%90%BD%E7%9A%84%E7%A9%B9%E5%85%89.png
奇迹之杖,武器,437,0,107,0,0,0,生命+437，智力+107,范围技能伤害提升15%。主动造成伤害时，有30%概率使敌军遭受一个强力弱化状态。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/b/b4/n43xrmt58brg6o80aoexeyb9ovqluxg.png/59px-%E5%A5%87%E8%BF%B9%E4%B9%8B%E6%9D%96.png
奥丁的宽檐帽,头饰,364,0,0,0,65,0,生命+364，魔防+65,魔防+10%。如果本回合击杀过敌军，行动结束时，使自身3格范围内的1个敌军损失5个强化效果。,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/c5xvgsc5gpzi4eti8vos6vhhhwr5fpf.png/58px-%E5%A5%A5%E4%B8%81%E7%9A%84%E5%AE%BD%E6%AA%90%E5%B8%BD.png
奥法的致意,衣服,583,0,0,54,0,0,生命+583，防御+54,部队生命50%以上，防御，魔防+8%。部队生命50%以下，治疗效果，遭受治疗效果+8%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e8/nij3zp9dmptqeeopka6g0qarvvq3zt9.png/59px-%E5%A5%A5%E6%B3%95%E7%9A%84%E8%87%B4%E6%84%8F.png
奥瓦的手杖,武器,437,0,107,0,0,0,生命+437，智力+107,治疗效果+15%。主动进入战斗时，战后有50%概率使敌军“遭受伤害”增加20%，持续1回合。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/da/mq2nm885uhabd4doohs35phbx1aowza.png/59px-%E5%A5%A5%E7%93%A6%E7%9A%84%E6%89%8B%E6%9D%96.png
女武神灿星(娜姆专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,魔防+10%。英雄天赋的[触发冷却]减少1回合。,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5f/4msmzjkdu7z4kwvo4690z1zm4twimap.png/59px-%E5%A5%B3%E6%AD%A6%E7%A5%9E%E7%81%BF%E6%98%9F.png
女神之泪,饰品,0,0,75,0,43,0,智力+75，魔防+43,治疗效果+15%。行动结束时，为周围2格内的3个其他友军驱散1个弱化效果。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/26/9w8cx640ryn1pbcwh5qitg38iy0q3bh.png/52px-%E5%A5%B3%E7%A5%9E%E4%B9%8B%E6%B3%AA.png
女神法衣,衣服,583,0,0,54,0,0,生命+583，防御+54,防御+10%。遭受治疗效果+10%。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/7c/90kxzwjtzu5t8aw95sxwg7lkb7cqzl9.png/58px-%E5%A5%B3%E7%A5%9E%E6%B3%95%E8%A1%A3.png
女神的左手,武器,437,0,107,0,0,0,生命+437，智力+107,治疗效果+15%。主动进入战斗时，战后有100%的概率，使敌军“移动力”降低2格，持续1回合。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5c/5zxz0qb4oh7dnr743c8j04r1syube7y.png/59px-%E5%A5%B3%E7%A5%9E%E7%9A%84%E5%B7%A6%E6%89%8B.png
女神的洁纱(尤利娅专属),衣服,583,0,0,54,0,0,生命+583，防御+54,生命+10%。英雄触发天赋的遭受致命伤害不会死亡时，获得“进入战斗前，对敌军造成自身智力2倍的固定伤害，并恢复自身智力2倍的生命，持续1回合”。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/2b/1vlarhsy4net8p71k9obewz7m6863j7.png/54px-%E5%A5%B3%E7%A5%9E%E7%9A%84%E6%B4%81%E7%BA%B1.png
妖精之叹,武器,0,96,0,0,0,54,攻击+96，技巧+54,主动攻击时，暴击率提升15%，同时遭受伤害降低30%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/06/5lqi8wp94b8f46op08zjacrjpoilvp5.png/59px-%E5%A6%96%E7%B2%BE%E4%B9%8B%E5%8F%B9.png
妖精之翼(莉法妮专属),饰品,0,0,75,0,43,0,智力+75，魔防+43,智力+5%。攻击后，可以再次移动2格。,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/84/e14xsk0pc4vagvf8dfs85xc87b3j2st.png/59px-%E5%A6%96%E7%B2%BE%E4%B9%8B%E7%BF%BC.png
妖精的步伐,饰品,509,0,0,48,0,0,生命+509，防御+48,防御+8%。攻击后可以自由的移动2格。,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/07/ko2yb8mmloqizs6gvnhdcqal78kd4kh.png/52px-%E5%A6%96%E7%B2%BE%E7%9A%84%E6%AD%A5%E4%BC%90.png
妙想法帽(诺埃米专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。所有拥有[魔法新衣]的部队，行动结束时驱散自身1个弱化效果，并恢复5%生命。施放[弈能法衣]时，额外增加1次效果次数。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/33/mhbbtsm0f1t2kiwsy7zcbw8kjhqv2ji.png/59px-%E5%A6%99%E6%83%B3%E6%B3%95%E5%B8%BD.png
始王之胄(泰兰提尔专属),头饰,583,0,0,0,48,0,生命+583，魔防+48,生命+10%。与拥有[支配令印]的敌军战斗前驱散敌军1个强化效果，并在战斗后恢复造成伤害30%的生命值。若拥有[支配令印]的敌军死亡，获得“下次使用[支配令印]时可以额外选择1个目标”，无法免疫，不可驱散。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/39/s4kb658lj5h1agmnrt586fhymmd8fap.png/55px-%E5%A7%8B%E7%8E%8B%E4%B9%8B%E8%83%84.png
孤星腕轮,饰品,509,75,0,0,0,0,生命+509，攻击+75,周围2格没有友军时，战斗中攻击、防御提升10%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/98/ox0q6eje6xsz7i24dr04ahy4afr956c.png/43px-%E5%AD%A4%E6%98%9F%E8%85%95%E8%BD%AE.png
孤骑决意(缇雅娜专属),武器,437,0,0,0,59,0,生命+437，魔防+59,生命+10%。代替拥有[守护]的友军进入战斗后，获得[先制刃袭]，持续2回合。拥有[孤军]的敌军死亡时，对其周围2格范围内的1名友军施加[孤军]。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/08/d7sbhd61u2c8zkob6rqowm9lzcp8npc.png/59px-%E5%AD%A4%E9%AA%91%E5%86%B3%E6%84%8F.png
守卫者禁甲,衣服,437,0,0,65,0,0,生命+437，防御+65,防御、魔防+5%。被攻击进入战斗时，有30%的概率发动，本次战斗部队遭受伤害降低20%。,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/54/0ctcbjwku5q2j4fw0u4pm42fdnkt1n3.png/50px-%E5%AE%88%E5%8D%AB%E8%80%85%E7%A6%81%E7%94%B2.png
守护之誓(谜之骑士专属),武器,437,0,107,0,0,0,生命+437，智力+107,智力+10%。自身为混合部队时，部队不会受到地形导致的移动力下降影响。主动造成伤害前，对敌军造成1次魔防0.5倍的固定伤害。,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4c/8zsgf717nlemdxv0dzczahy026hnjfz.png/58px-%E5%AE%88%E6%8A%A4%E4%B9%8B%E8%AA%93.png
守护者的追忆(兰迪乌斯专属),武器,583,85,0,0,0,0,生命+583，攻击+85,攻击+10%。被攻击进入战斗时，如果自身2格范围内有友军部队，则与敌军距离每增加1格，部队遭受伤害降低5%（最多降低15%）。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/05/hpqi0ymokxevsut7feahsqm6nubfb4f.png/58px-%E5%AE%88%E6%8A%A4%E8%80%85%E7%9A%84%E8%BF%BD%E5%BF%86.png
审判魔符,饰品,0,75,0,43,0,0,攻击+75，防御+43,攻击+8%。和“僧侣”战斗时，攻击额外提升12%。,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/72/g639canykcr0crgvyx0q5vpn6lrq6q5.png/52px-%E5%AE%A1%E5%88%A4%E9%AD%94%E7%AC%A6.png
宵影羽盔,头饰,583,0,0,0,48,0,生命+583，魔防+48,生命+10%。进入战斗前，将自身防御和魔防中基础值较高一项属性的8%增加到另一项属性上。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/da/9tt3kajqh0wko9ux0k2wuvak6ajsj7d.png/52px-%E5%AE%B5%E5%BD%B1%E7%BE%BD%E7%9B%94.png
家用晾衣杆,武器,583,85,0,0,0,0,生命+583，攻击+85,造成的所有伤害降低10%，英雄的普通攻击射程+1。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e5/l5chqccw6mgil0qhf4bzv2zqkeq996x.png/59px-%E5%AE%B6%E7%94%A8%E6%99%BE%E8%A1%A3%E6%9D%86.png
寂灭·改(伊普西龙专属),武器,437,107,0,0,0,0,生命+437，攻击+107,攻击+10%。部队无视兵种克制。全场有部队死亡时，驱散自身1个弱化效果，恢复30%的生命，并获得[魔剑屏障]：部队遭受下一次伤害降低80%。（[魔剑屏障]失效后需间隔1回合才可以再次获得）,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/6/67/kcnt8wmn6srx92zn3rfmwk0oworg1k0.png/59px-%E5%AF%82%E7%81%AD%C2%B7%E6%94%B9.png
寄生树,武器,437,0,107,0,0,0,生命+437，智力+107,治疗效果+15%。主动进入战斗时，战后使敌军“造成伤害”降低20%，持续1回合。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/35/diekxlmiah58z72s947nw2g1t11ajdp.png/58px-%E5%AF%84%E7%94%9F%E6%A0%91.png
封印守护者,武器,437,107,0,0,0,0,生命+437，攻击+107,攻击+10%，防御+5%。,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/08/9ffzu2x9glg927gi8anpce258eqd27e.png/58px-%E5%B0%81%E5%8D%B0%E5%AE%88%E6%8A%A4%E8%80%85.png
小熊玩偶,饰品,509,0,75,0,0,0,生命+509，智力+75,治疗效果+15%。当使用单体支援技能时，使得增益效果持续回合数+1。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/18/6oa6kx84ydby9wjf51f8g0ernupdydt.png/43px-%E5%B0%8F%E7%86%8A%E7%8E%A9%E5%81%B6.png
少女的希冀(蒂亚莉丝专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。对友军使用单体技能后使其获得“主动攻击进入战斗时造成伤害增加30%，且遭受伤害减半”，持续1回合。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/94/p8d42oxjdoommvrm5x2uqk672g25jao.png/57px-%E5%B0%91%E5%A5%B3%E7%9A%84%E5%B8%8C%E5%86%80.png
尘世之光,头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。被攻击进入战斗前，自身为[混合部队]则恢复部队10%生命。抵挡[固定伤害]造成的致命一击（每场战斗最多触发1次）。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/d6/45v49tvcnra5rpn8r6hpxz06c7zhx8d.png/59px-%E5%B0%98%E4%B8%96%E4%B9%8B%E5%85%89.png
尼约德的羽冠,头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+10%。和生命数值低于自己的部队战斗时防御和魔防提升15%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e5/rlmg4u1xsaroay9tcal6f0w07otvz89.png/59px-%E5%B0%BC%E7%BA%A6%E5%BE%B7%E7%9A%84%E7%BE%BD%E5%86%A0.png
屠龙剑格拉姆,武器,437,107,0,0,0,0,生命+437，攻击+107,攻击、生命+8%。与“龙”战斗时，攻击、防御、魔防额外提升10%。,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/05/fovycyuuy5fryhs40c7huf3fb923l7e.png/57px-%E5%B1%A0%E9%BE%99%E5%89%91%E6%A0%BC%E6%8B%89%E5%A7%86.png
屠龙勋章,饰品,509,75,0,0,0,0,生命+509，攻击+75,攻击+8%。与“飞兵”战斗时攻击额外提升12%。 ,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/28/ncy84f8724yp1egecaa9o087wb7mlz5.png/54px-%E5%B1%A0%E9%BE%99%E5%8B%8B%E7%AB%A0.png
岚砂之绊,饰品,509,0,0,48,0,0,生命+509，防御+48,全属性+5%。免疫：“眩晕”与“被动技能失效”。,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/fb/bdf777o0g8v1c8kwkann2oa14u6cg6w.png/54px-%E5%B2%9A%E7%A0%82%E4%B9%8B%E7%BB%8A.png
崇辉甲胄,衣服,437,0,0,65,0,0,生命+437，防御+65,防御+10%。遭受范围伤害降低10%。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/6/6d/nn66mta6ghran5iqn9wtxacf98s08yt.png/52px-%E5%B4%87%E8%BE%89%E7%94%B2%E8%83%84.png
巨人的抗争,衣服,437,0,0,65,0,0,生命+437，防御+65,防御+10%。 遭受暴击率降低20%。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/49/mooomtkrw28tra2ue52jf670olostbo.png/59px-%E5%B7%A8%E4%BA%BA%E7%9A%84%E6%8A%97%E4%BA%89.png
巨人腰带,饰品,509,0,0,48,0,0,生命+509，防御+48,被近战攻击时，战斗中防御、魔防提升10%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/3a/r2rw50juzfmbj70mdldjdy6224ey4r1.png/59px-%E5%B7%A8%E4%BA%BA%E8%85%B0%E5%B8%A6.png
巴德尔的白袍,衣服,583,0,0,54,0,0,生命+583，防御+54,魔防+10%。被近战攻击进入战斗前，有20%的概率使得本次战斗中，部队不会受到近战伤害减免效果的影响。,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/1d/fe46ixopbken1enuz3dulsv3bfg6930.png/42px-%E5%B7%B4%E5%BE%B7%E5%B0%94%E7%9A%84%E7%99%BD%E8%A2%8D.png
